#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	prediction	combined_score
UCK1	UCKL1	1855641	1853023	9606.ENSP00000361289	9606.ENSP00000346155	0.064	0	0.518	0.910	0.071	0.451	0	0.175	0	0.510
MTHFD1	AHCY	1862707	1842666	9606.ENSP00000450560	9606.ENSP00000217426	0	0	0	0	0.111	0	0	0.471	0	0.510
GSTO1	PDE5A	1855084	1853125	9606.ENSP00000358727	9606.ENSP00000347046	0	0	0	0	0	0	0	0.510	0	0.510
NT5M	GALK1	1857785	1843038	9606.ENSP00000373674	9606.ENSP00000225614	0	0	0	0	0	0	0	0.510	0	0.510
PPIP5K1	NUDT4	1858434	1852101	9606.ENSP00000380129	9606.ENSP00000338352	0	0	0	0	0	0	0	0.510	0	0.510
GLDC	ALDH1A1	1857365	1847903	9606.ENSP00000370737	9606.ENSP00000297785	0	0	0	0	0	0.167	0	0.436	0	0.510
FARSA	ASRGL1	1850232	1848336	9606.ENSP00000320309	9606.ENSP00000301776	0	0	0	0	0	0	0	0.510	0	0.510
TOP2A	LONP1	1860923	1854041	9606.ENSP00000411532	9606.ENSP00000353826	0	0	0	0	0.081	0	0	0.489	0	0.510
SRC	ADAM17	1853652	1849242	9606.ENSP00000350941	9606.ENSP00000309968	0	0	0	0	0	0	0	0.509	0	0.509
DARS2	ASNS	1854295	1842325	9606.ENSP00000355086	9606.ENSP00000175506	0	0	0	0	0	0	0	0.509	0	0.509
CTSD	MMP2	1843439	1842719	9606.ENSP00000236671	9606.ENSP00000219070	0	0	0	0	0	0	0	0.509	0	0.509
PDE8A	PDE6D	1849424	1847076	9606.ENSP00000311453	9606.ENSP00000287600	0	0	0	0	0	0	0	0.509	0	0.509
CHD9	KAT6A	1862956	1845789	9606.ENSP00000455307	9606.ENSP00000265713	0	0	0	0	0.090	0.149	0	0.417	0	0.509
HDAC9	NOS1	1860731	1852004	9606.ENSP00000408617	9606.ENSP00000337459	0	0	0	0	0	0	0	0.508	0	0.509
MAOB	AOC3	1856806	1849521	9606.ENSP00000367309	9606.ENSP00000312326	0	0	0	0	0	0	0	0.509	0	0.509
MTHFD1L	ALDH1A1	1854567	1847903	9606.ENSP00000356290	9606.ENSP00000297785	0	0	0	0	0	0.074	0	0.491	0	0.509
IDH3B	BCAT2	1857292	1850502	9606.ENSP00000370223	9606.ENSP00000322991	0.284	0	0	0	0	0	0	0.341	0	0.508
GNAT3	CPN2	1858594	1850148	9606.ENSP00000381339	9606.ENSP00000319464	0	0	0	0	0	0.242	0	0.378	0	0.508
DUSP13	MAP2K5	1862811	1842333	9606.ENSP00000452702	9606.ENSP00000178640	0	0	0	0	0	0.269	0	0.354	0	0.508
F10	PDE8B	1856330	1845643	9606.ENSP00000364709	9606.ENSP00000264917	0	0	0	0	0	0	0	0.508	0	0.508
AMY1C	ACACA	1855171	1852858	9606.ENSP00000359096	9606.ENSP00000344789	0	0	0	0	0	0	0	0.508	0	0.508
AMY2A	ACACB	1860016	1852406	9606.ENSP00000397582	9606.ENSP00000341044	0	0	0	0	0	0	0	0.508	0	0.508
TXNRD2	ENO3	1858829	1850612	9606.ENSP00000383365	9606.ENSP00000324105	0	0	0	0	0.171	0.220	0	0.301	0	0.508
AMY2B	ACACA	1854169	1852858	9606.ENSP00000354610	9606.ENSP00000344789	0	0	0	0	0	0	0	0.508	0	0.508
TXNRD2	ENO4	1858829	1852949	9606.ENSP00000383365	9606.ENSP00000345555	0	0	0	0	0.171	0.220	0	0.301	0	0.508
ACACA	AMY1B	1852858	1851261	9606.ENSP00000344789	9606.ENSP00000330484	0	0	0	0	0	0	0	0.508	0	0.508
AMY2B	ACACB	1854169	1852406	9606.ENSP00000354610	9606.ENSP00000341044	0	0	0	0	0	0	0	0.508	0	0.508
KLC1	HSP90AA1	1861128	1851814	9606.ENSP00000414982	9606.ENSP00000335153	0	0	0	0	0.114	0.237	0	0.331	0	0.508
TXNRD2	ENO2	1858829	1843192	9606.ENSP00000383365	9606.ENSP00000229277	0	0	0	0	0.171	0.220	0	0.301	0	0.508
BCAT1	IDH3A	1862253	1848074	9606.ENSP00000443459	9606.ENSP00000299518	0.284	0	0	0	0	0	0	0.340	0	0.507
BCAT2	IDH3G	1850502	1842676	9606.ENSP00000322991	9606.ENSP00000217901	0.284	0	0	0	0	0	0	0.340	0	0.507
RPS3	LARS	1861952	1858198	9606.ENSP00000433821	9606.ENSP00000377954	0	0	0	0	0.069	0.215	0	0.380	0	0.507
DUSP15	MAP2K2	1852486	1845250	9606.ENSP00000341658	9606.ENSP00000262948	0	0	0	0	0	0.269	0	0.354	0	0.507
GLUD2	ENO3	1850940	1850612	9606.ENSP00000327589	9606.ENSP00000324105	0	0	0	0	0.247	0	0	0.373	0	0.507
DUSP13	MAP2K2	1862811	1845250	9606.ENSP00000452702	9606.ENSP00000262948	0	0	0	0	0	0.269	0	0.354	0	0.507
ENO4	GLUD2	1852949	1850940	9606.ENSP00000345555	9606.ENSP00000327589	0	0	0	0	0.247	0	0	0.373	0	0.507
FBP2	TKTL1	1856279	1855134	9606.ENSP00000364486	9606.ENSP00000358931	0.223	0	0	0	0.074	0	0	0.370	0	0.507
GUSB	GALK1	1848445	1843038	9606.ENSP00000302728	9606.ENSP00000225614	0.284	0	0	0	0	0	0	0.340	0	0.507
MAP2K1	SSH2	1848411	1846057	9606.ENSP00000302486	9606.ENSP00000269033	0	0	0	0	0	0.269	0	0.354	0	0.507
POFUT2	FUT5	1852233	1844150	9606.ENSP00000339613	9606.ENSP00000252675	0	0	0	0	0	0	0	0.507	0	0.507
DUSP13	MAP2K1	1862811	1848411	9606.ENSP00000452702	9606.ENSP00000302486	0	0	0	0	0	0.269	0	0.354	0	0.507
FBP1	TKTL1	1856276	1855134	9606.ENSP00000364475	9606.ENSP00000358931	0.223	0	0	0	0.074	0	0	0.370	0	0.507
BCAT2	UMPS	1850502	1843321	9606.ENSP00000322991	9606.ENSP00000232607	0.082	0	0	0	0	0	0	0.486	0	0.507
MMP1	CTSK	1850481	1846209	9606.ENSP00000322788	9606.ENSP00000271651	0	0	0	0	0	0	0	0.507	0	0.507
ENO4	GLUD1	1852949	1846542	9606.ENSP00000345555	9606.ENSP00000277865	0	0	0	0	0.247	0	0	0.373	0	0.507
GLUD2	ENO2	1850940	1843192	9606.ENSP00000327589	9606.ENSP00000229277	0	0	0	0	0.247	0	0	0.373	0	0.507
DUSP15	MAP2K1	1852486	1848411	9606.ENSP00000341658	9606.ENSP00000302486	0	0	0	0	0	0.269	0	0.354	0	0.507
DUSP15	MAP2K5	1852486	1842333	9606.ENSP00000341658	9606.ENSP00000178640	0	0	0	0	0	0.269	0	0.354	0	0.507
QPCT	GAPDH	1852864	1843185	9606.ENSP00000344829	9606.ENSP00000229239	0	0	0	0	0	0	0	0.507	0	0.507
NAT1	AANAT	1862245	1844016	9606.ENSP00000443194	9606.ENSP00000250615	0	0	0	0	0	0	0	0.507	0	0.507
SSH2	MAP2K5	1846057	1842333	9606.ENSP00000269033	9606.ENSP00000178640	0	0	0	0	0	0.269	0	0.354	0	0.507
MAP2K2	DUSP26	1845250	1844418	9606.ENSP00000262948	9606.ENSP00000256261	0	0	0	0	0	0.269	0	0.354	0	0.507
GLDC	GLUD1	1857365	1846542	9606.ENSP00000370737	9606.ENSP00000277865	0	0	0	0	0.112	0	0	0.467	0	0.507
MAP2K1	DUSP26	1848411	1844418	9606.ENSP00000302486	9606.ENSP00000256261	0	0	0	0	0	0.269	0	0.354	0	0.507
CTSA	NEU3	1855691	1847463	9606.ENSP00000361562	9606.ENSP00000294064	0	0	0	0	0	0	0	0.507	0	0.507
BCAT1	IDH3G	1862253	1842676	9606.ENSP00000443459	9606.ENSP00000217901	0.284	0	0	0	0	0	0	0.340	0	0.507
SSH2	MAP2K2	1846057	1845250	9606.ENSP00000269033	9606.ENSP00000262948	0	0	0	0	0	0.269	0	0.354	0	0.507
IMPDH2	FLAD1	1850365	1847337	9606.ENSP00000321584	9606.ENSP00000292180	0.098	0	0	0	0	0	0	0.475	0	0.506
GLUD1	GAPDH	1846542	1843185	9606.ENSP00000277865	9606.ENSP00000229239	0	0	0	0	0.111	0	0	0.467	0	0.506
RANBP2	FKBP4	1846837	1842112	9606.ENSP00000283195	9606.ENSP00000001008	0	0	0	0	0.164	0.063	0	0.421	0	0.506
BCKDHA	MCCC1	1846123	1845775	9606.ENSP00000269980	9606.ENSP00000265594	0	0	0	0	0.393	0	0	0.219	0	0.506
MYH14	MMP2	1845102	1842719	9606.ENSP00000262269	9606.ENSP00000219070	0	0	0	0	0	0	0	0.506	0	0.506
HDAC1	CARM1	1855935	1850764	9606.ENSP00000362649	9606.ENSP00000325690	0	0	0	0	0	0	0	0.506	0	0.506
PGM3	DNAJC6	1861666	1858290	9606.ENSP00000425809	9606.ENSP00000378735	0	0	0	0	0.506	0	0	0	0	0.506
MMP3	ADAM10	1848108	1844789	9606.ENSP00000299855	9606.ENSP00000260408	0	0	0	0	0	0	0	0.506	0	0.506
MAOB	TPH1	1856806	1843985	9606.ENSP00000367309	9606.ENSP00000250018	0	0	0	0	0	0	0	0.506	0	0.506
NT5E	NT5C3	1844535	1843615	9606.ENSP00000257770	9606.ENSP00000242210	0	0	0	0	0	0	0	0.505	0	0.506
MTHFD1	ALDH3A1	1862707	1843050	9606.ENSP00000450560	9606.ENSP00000225740	0	0	0	0	0	0.074	0	0.488	0	0.506
GSTO2	EPX	1852885	1843016	9606.ENSP00000345023	9606.ENSP00000225371	0	0	0	0	0	0	0	0.506	0	0.506
GLDC	ALDH2	1857365	1844978	9606.ENSP00000370737	9606.ENSP00000261733	0	0	0	0	0	0.167	0	0.431	0	0.506
GLDC	IDH3G	1857365	1842676	9606.ENSP00000370737	9606.ENSP00000217901	0	0	0	0	0	0	0	0.506	0	0.506
XPNPEP1	RNPEP	1861531	1847597	9606.ENSP00000421566	9606.ENSP00000295640	0	0	0	0	0.096	0.125	0	0.425	0	0.505
CTSB	MMP1	1852546	1850481	9606.ENSP00000342070	9606.ENSP00000322788	0	0	0	0	0	0	0	0.505	0	0.505
MTHFD1	YARS2	1862707	1850272	9606.ENSP00000450560	9606.ENSP00000320658	0	0	0	0	0.071	0	0	0.490	0	0.505
NOS3	PROC	1847875	1843382	9606.ENSP00000297494	9606.ENSP00000234071	0	0	0	0	0	0	0	0.505	0	0.505
BCAT1	AADAT	1862253	1843100	9606.ENSP00000443459	9606.ENSP00000226840	0	0	0	0	0.064	0	0	0.493	0	0.505
TGM2	GAPDH	1854355	1843185	9606.ENSP00000355330	9606.ENSP00000229239	0	0	0	0	0	0	0	0.505	0	0.505
YARS	RNPEP	1855915	1847597	9606.ENSP00000362576	9606.ENSP00000295640	0	0	0	0	0.079	0	0	0.485	0	0.505
PADI4	PRTN3	1856302	1843396	9606.ENSP00000364597	9606.ENSP00000234347	0	0	0	0	0	0	0	0.505	0	0.505
MTHFD1L	YARS2	1854567	1850272	9606.ENSP00000356290	9606.ENSP00000320658	0	0	0	0	0.071	0	0	0.490	0	0.505
CDK1	RANBP2	1858283	1846837	9606.ENSP00000378699	9606.ENSP00000283195	0	0	0	0	0	0	0	0.505	0	0.505
YARS	RNPEPL1	1855915	1846149	9606.ENSP00000362576	9606.ENSP00000270357	0	0	0	0	0.079	0	0	0.485	0	0.505
AKR1C3	CYP17A1	1857244	1855129	9606.ENSP00000369927	9606.ENSP00000358903	0	0	0	0	0	0	0	0.505	0	0.505
CHD9	PPCDC	1862956	1852668	9606.ENSP00000455307	9606.ENSP00000343190	0	0	0	0	0	0.490	0	0.071	0	0.505
MMP3	CTSG	1848108	1842584	9606.ENSP00000299855	9606.ENSP00000216336	0	0	0	0	0	0	0	0.505	0	0.505
AQP1	GAPDH	1849386	1843185	9606.ENSP00000311165	9606.ENSP00000229239	0	0	0	0	0	0	0	0.505	0	0.505
ETFDH	DMGDH	1861685	1844361	9606.ENSP00000426638	9606.ENSP00000255189	0.064	0	0	0	0.112	0	0	0.453	0	0.505
BCAT2	AADAT	1850502	1843100	9606.ENSP00000322991	9606.ENSP00000226840	0	0	0	0	0.064	0	0	0.493	0	0.505
HKDC1	ENO3	1853078	1850612	9606.ENSP00000346643	9606.ENSP00000324105	0	0	0	0	0.077	0	0	0.486	0	0.505
CHD9	PBK	1862956	1848348	9606.ENSP00000455307	9606.ENSP00000301905	0	0	0	0	0	0.101	0	0.472	0	0.505
HPGD	HSD17B2	1847749	1842388	9606.ENSP00000296522	9606.ENSP00000199936	0	0	0.435	0	0	0	0	0.161	0	0.505
NEIL1	NUDT1	1853137	1852224	9606.ENSP00000347170	9606.ENSP00000339503	0	0	0	0	0	0	0	0.505	0	0.505
THOP1	ANPEP	1848646	1848128	9606.ENSP00000304467	9606.ENSP00000300060	0	0	0	0	0	0	0	0.505	0	0.505
GLDC	ANPEP	1857365	1848128	9606.ENSP00000370737	9606.ENSP00000300060	0	0	0	0	0	0	0	0.504	0	0.505
TH	NOS1	1857346	1852004	9606.ENSP00000370571	9606.ENSP00000337459	0	0	0	0	0	0	0	0.505	0	0.505
HSD17B1	COMT	1863967	1854135	9606.ENSP00000466799	9606.ENSP00000354511	0	0	0	0	0	0	0	0.504	0	0.504
ADAMTS4	MMP14	1854703	1849042	9606.ENSP00000356975	9606.ENSP00000308208	0	0	0	0	0	0	0	0.504	0	0.504
AMY1A	UMPS	1855173	1843321	9606.ENSP00000359100	9606.ENSP00000232607	0	0	0	0	0	0	0	0.504	0	0.504
HSD17B1	DHRS11	1863967	1844051	9606.ENSP00000466799	9606.ENSP00000251312	0	0	0.397	0	0	0.082	0	0.176	0	0.504
GART	HADHB	1857440	1850713	9606.ENSP00000371236	9606.ENSP00000325136	0	0	0	0	0	0	0	0.504	0	0.504
HDAC9	ATRX	1860731	1855886	9606.ENSP00000408617	9606.ENSP00000362441	0	0	0	0	0	0.163	0	0.432	0	0.504
TOP2A	GLUD1	1860923	1846542	9606.ENSP00000411532	9606.ENSP00000277865	0	0	0	0	0.070	0	0	0.488	0	0.504
HDAC2	PRMT1	1861837	1860583	9606.ENSP00000430432	9606.ENSP00000406162	0	0	0	0	0.160	0.089	0	0.404	0	0.504
PTGES2	HPGD	1852923	1847749	9606.ENSP00000345341	9606.ENSP00000296522	0	0	0	0	0	0	0	0.504	0	0.504
MYLK2	TPK1	1856415	1853953	9606.ENSP00000365152	9606.ENSP00000353165	0	0	0	0	0	0	0	0.504	0	0.504
PADI4	TRAF1	1856302	1856007	9606.ENSP00000364597	9606.ENSP00000362994	0	0	0	0	0	0	0	0.504	0	0.504
ADH7	HSD17B6	1861470	1850063	9606.ENSP00000420269	9606.ENSP00000318631	0	0	0	0	0	0	0	0.504	0	0.504
G6PD	ALDH1A1	1858108	1847903	9606.ENSP00000377192	9606.ENSP00000297785	0	0	0	0	0	0.149	0	0.441	0	0.503
NT5M	NT5C1B	1857785	1853911	9606.ENSP00000373674	9606.ENSP00000352904	0	0	0	0	0	0	0	0.503	0	0.503
HK2	GLUD1	1847242	1846542	9606.ENSP00000290573	9606.ENSP00000277865	0	0	0	0	0.111	0.085	0	0.438	0	0.503
ECE1	NOS3	1856200	1847875	9606.ENSP00000364028	9606.ENSP00000297494	0	0	0	0	0	0	0	0.503	0	0.503
G6PD	ALDH1B1	1858108	1856733	9606.ENSP00000377192	9606.ENSP00000366927	0	0	0	0	0	0.149	0	0.441	0	0.503
DNM1L	FURIN	1862700	1846002	9606.ENSP00000450399	9606.ENSP00000268171	0	0	0	0	0.112	0	0	0.463	0	0.503
MAP3K13	staurosporine	1845669	-100005279	9606.ENSP00000265026	-1.CID100005279	0	0	0	0	0	0.503	0	0	0	0.503
GSTA4	ELANE	1855379	1845377	9606.ENSP00000359998	9606.ENSP00000263621	0	0	0	0	0	0	0	0.503	0	0.503
PGM3	IMPDH2	1861666	1850365	9606.ENSP00000425809	9606.ENSP00000321584	0	0	0	0	0.073	0	0	0.486	0	0.503
PSMA7	DNM2	1855365	1853228	9606.ENSP00000359910	9606.ENSP00000347890	0	0	0	0	0	0	0	0.503	0	0.503
GALK2	HKDC1	1862829	1853078	9606.ENSP00000453129	9606.ENSP00000346643	0	0	0	0	0	0.149	0	0.441	0	0.503
HKDC1	ENO4	1853078	1852949	9606.ENSP00000346643	9606.ENSP00000345555	0	0	0	0	0.073	0	0	0.486	0	0.503
G6PD	ALDH1A3	1858108	1851450	9606.ENSP00000377192	9606.ENSP00000332256	0	0	0	0	0	0.149	0	0.441	0	0.503
ENO4	HK2	1852949	1847242	9606.ENSP00000345555	9606.ENSP00000290573	0	0	0	0	0.073	0	0	0.486	0	0.503
CTSS	GAPDH	1854929	1843185	9606.ENSP00000357981	9606.ENSP00000229239	0	0	0	0	0	0	0	0.503	0	0.503
G6PD	ALDH1A2	1858108	1843974	9606.ENSP00000377192	9606.ENSP00000249750	0	0	0	0	0	0.149	0	0.441	0	0.503
G6PD	ALDH2	1858108	1844978	9606.ENSP00000377192	9606.ENSP00000261733	0	0	0	0	0	0.149	0	0.441	0	0.503
SRC	ADAM10	1853652	1844789	9606.ENSP00000350941	9606.ENSP00000260408	0	0	0	0	0.070	0	0	0.486	0	0.502
ALDOB	ADH1B	1856191	1848863	9606.ENSP00000363988	9606.ENSP00000306606	0	0	0	0	0.076	0	0	0.483	0	0.502
OGT	HDAC3	1855977	1848477	9606.ENSP00000362824	9606.ENSP00000302967	0	0	0	0	0	0.152	0	0.437	0	0.502
GART	ACAA1	1857440	1851610	9606.ENSP00000371236	9606.ENSP00000333664	0	0	0	0	0	0	0	0.502	0	0.502
ADH6	ALDOA	1858245	1851945	9606.ENSP00000378359	9606.ENSP00000336927	0	0	0	0	0.076	0	0	0.483	0	0.502
ALDH1B1	ENO3	1856733	1850612	9606.ENSP00000366927	9606.ENSP00000324105	0	0	0	0	0.136	0.106	0	0.408	0	0.502
GART	GUSB	1857440	1848445	9606.ENSP00000371236	9606.ENSP00000302728	0	0	0	0	0	0	0	0.502	0	0.502
ADH7	ALDOA	1861470	1851945	9606.ENSP00000420269	9606.ENSP00000336927	0	0	0	0	0.076	0	0	0.483	0	0.502
WEE2	MCM5	1858500	1842548	9606.ENSP00000380675	9606.ENSP00000216122	0	0	0	0	0.157	0	0	0.434	0	0.502
CTSA	DPP4	1855691	1854025	9606.ENSP00000361562	9606.ENSP00000353731	0	0	0	0	0	0	0	0.502	0	0.502
PYCR1	ARG2	1851083	1844992	9606.ENSP00000328858	9606.ENSP00000261783	0	0	0	0	0	0	0	0.502	0	0.502
G6PD	IMPDH2	1858108	1850365	9606.ENSP00000377192	9606.ENSP00000321584	0	0	0	0	0.113	0	0	0.462	0	0.502
MTHFD1	ALDH1B1	1862707	1856733	9606.ENSP00000450560	9606.ENSP00000366927	0	0	0	0	0	0.074	0	0.485	0	0.502
ADH7	AKR1B1	1861470	1846984	9606.ENSP00000420269	9606.ENSP00000285930	0	0	0	0	0.076	0	0	0.483	0	0.502
PPIP5K1	NUDT3	1858434	1853747	9606.ENSP00000380129	9606.ENSP00000351650	0	0	0	0	0	0	0	0.502	0	0.502
PDF	MARS	1847101	1845042	9606.ENSP00000288022	9606.ENSP00000262027	0	0	0	0	0	0	0	0.502	0	0.502
F7	EPRS	1856334	1854472	9606.ENSP00000364731	9606.ENSP00000355890	0	0	0	0	0	0	0	0.502	0	0.502
SHMT1	NT5C	1850087	1843767	9606.ENSP00000318868	9606.ENSP00000245552	0	0	0	0	0	0	0	0.502	0	0.502
MTHFD1	ALDH9A1	1862707	1853096	9606.ENSP00000450560	9606.ENSP00000346827	0	0	0	0	0	0.074	0	0.484	0	0.501
ALDH7A1	MTHFD1L	1859243	1854567	9606.ENSP00000387123	9606.ENSP00000356290	0	0	0	0	0	0.074	0	0.484	0	0.501
MTHFD1	ALDH1A3	1862707	1851450	9606.ENSP00000450560	9606.ENSP00000332256	0	0	0	0	0	0.074	0	0.484	0	0.501
TOP2A	GLUD2	1860923	1850940	9606.ENSP00000411532	9606.ENSP00000327589	0	0	0	0	0.070	0	0	0.486	0	0.501
F7	CDK2	1856334	1845906	9606.ENSP00000364731	9606.ENSP00000266970	0	0	0	0	0	0	0	0.500	0	0.501
PRMT1	HDAC3	1860583	1848477	9606.ENSP00000406162	9606.ENSP00000302967	0	0	0	0	0.160	0.089	0	0.401	0	0.501
MTHFD1	ALDH2	1862707	1844978	9606.ENSP00000450560	9606.ENSP00000261733	0	0	0	0	0	0.074	0	0.484	0	0.501
ADH1B	AKR1C4	1848863	1845293	9606.ENSP00000306606	9606.ENSP00000263126	0	0	0	0	0.076	0	0	0.482	0	0.501
GLDC	FARS2	1857365	1846404	9606.ENSP00000370737	9606.ENSP00000274680	0	0	0	0	0	0	0	0.500	0	0.501
IVD	ADAMTS4	1861355	1854703	9606.ENSP00000418397	9606.ENSP00000356975	0	0	0	0	0	0	0	0.501	0	0.501
RNPEPL1	DPP9	1846149	1845253	9606.ENSP00000270357	9606.ENSP00000262960	0	0	0.219	0	0	0	0	0.387	0	0.501
TOP2B	GLUD1	1859958	1846542	9606.ENSP00000396704	9606.ENSP00000277865	0	0	0	0	0.070	0	0	0.486	0	0.501
CDK16	ATIC	1846467	1843445	9606.ENSP00000276052	9606.ENSP00000236959	0	0	0	0	0	0	0	0.501	0	0.501
ALDOA	GOT2	1851945	1843750	9606.ENSP00000336927	9606.ENSP00000245206	0	0	0	0	0.157	0	0	0.433	0	0.501
GSTO2	LPO	1852885	1845105	9606.ENSP00000345023	9606.ENSP00000262290	0	0	0	0	0	0	0	0.501	0	0.501
TOP2B	GLUD2	1859958	1850940	9606.ENSP00000396704	9606.ENSP00000327589	0	0	0	0	0.070	0	0	0.486	0	0.501
MTHFD1	ALDH1A1	1862707	1847903	9606.ENSP00000450560	9606.ENSP00000297785	0	0	0	0	0	0.074	0	0.484	0	0.501
MTHFD1	ALDH3A2	1862707	1852975	9606.ENSP00000450560	9606.ENSP00000345774	0	0	0	0	0	0.074	0	0.484	0	0.501
MTHFD1	ALDH7A1	1862707	1859243	9606.ENSP00000450560	9606.ENSP00000387123	0	0	0	0	0	0.074	0	0.484	0	0.501
MTHFD1L	ALDH3A1	1854567	1843050	9606.ENSP00000356290	9606.ENSP00000225740	0	0	0	0	0	0.074	0	0.484	0	0.501
MTHFD1L	ALDH1A3	1854567	1851450	9606.ENSP00000356290	9606.ENSP00000332256	0	0	0	0	0	0.074	0	0.484	0	0.501
MTHFD1L	ALDH3B2	1854567	1844353	9606.ENSP00000356290	9606.ENSP00000255084	0	0	0	0	0	0.074	0	0.484	0	0.501
MTHFD1L	ALDH9A1	1854567	1853096	9606.ENSP00000356290	9606.ENSP00000346827	0	0	0	0	0	0.074	0	0.484	0	0.501
MTHFD1	ALDH1A2	1862707	1843974	9606.ENSP00000450560	9606.ENSP00000249750	0	0	0	0	0	0.074	0	0.484	0	0.501
MTHFD1	ALDH3B2	1862707	1844353	9606.ENSP00000450560	9606.ENSP00000255084	0	0	0	0	0	0.074	0	0.484	0	0.501
SRC	CTSK	1853652	1846209	9606.ENSP00000350941	9606.ENSP00000271651	0	0	0	0	0	0	0	0.501	0	0.501
NEIL2	APEX1	1846910	1842615	9606.ENSP00000284503	9606.ENSP00000216714	0	0	0	0	0	0	0	0.501	0	0.501
IDH3B	ALDOB	1857292	1856191	9606.ENSP00000370223	9606.ENSP00000363988	0	0	0	0	0.114	0	0	0.459	0	0.500
MMP8	GAPDH	1843441	1843185	9606.ENSP00000236826	9606.ENSP00000229239	0	0	0	0	0	0	0	0.499	0	0.500
TK2	CASP3	1861078	1849375	9606.ENSP00000414334	9606.ENSP00000311032	0	0	0	0	0	0	0	0.500	0	0.500
BCAT1	DDAH1	1862253	1846880	9606.ENSP00000443459	9606.ENSP00000284031	0	0	0	0	0	0	0	0.500	0	0.500
IDH3B	ALDOC	1857292	1843081	9606.ENSP00000370223	9606.ENSP00000226253	0	0	0	0	0.114	0	0	0.459	0	0.500
ATP1B1	F13B	1854664	1854585	9606.ENSP00000356789	9606.ENSP00000356382	0	0	0	0	0	0	0	0.500	0	0.500
TNK2	KAT2B	1857453	1845408	9606.ENSP00000371341	9606.ENSP00000263754	0	0	0	0	0	0	0	0.500	0	0.500
HSD17B2	HSD17B10	1842388	1842303	9606.ENSP00000199936	9606.ENSP00000168216	0	0	0	0	0	0	0	0.500	0	0.500
PHLPP2	PDF	1853322	1847101	9606.ENSP00000348611	9606.ENSP00000288022	0.499	0	0	0	0	0	0	0	0	0.499
AHCYL1	MARS	1855109	1845042	9606.ENSP00000358814	9606.ENSP00000262027	0	0	0	0	0.387	0	0	0.216	0	0.499
PHGDH	PPP3R1	1855016	1843394	9606.ENSP00000358417	9606.ENSP00000234310	0	0	0	0	0	0	0	0.500	0	0.499
RBKS	PDXK	1848883	1847295	9606.ENSP00000306817	9606.ENSP00000291565	0	0	0	0	0	0	0	0.500	0	0.499
MEP1B	LIPE	1846073	1843708	9606.ENSP00000269202	9606.ENSP00000244289	0	0	0	0	0	0	0	0.499	0	0.499
MMP3	CTSK	1848108	1846209	9606.ENSP00000299855	9606.ENSP00000271651	0	0	0	0	0	0	0	0.500	0	0.499
GART	GALE	1857440	1856128	9606.ENSP00000371236	9606.ENSP00000363621	0.070	0	0	0	0	0	0	0.483	0	0.499
HSPA5	ENO3	1850618	1850612	9606.ENSP00000324173	9606.ENSP00000324105	0	0	0	0	0.115	0.104	0	0.418	0	0.499
CTSS	PRTN3	1854929	1843396	9606.ENSP00000357981	9606.ENSP00000234347	0	0	0	0	0	0	0	0.500	0	0.499
HDAC9	CARM1	1860731	1850764	9606.ENSP00000408617	9606.ENSP00000325690	0	0	0	0	0	0	0	0.499	0	0.499
EPHX2	TXNRD3	1861828	1861819	9606.ENSP00000430269	9606.ENSP00000430031	0	0	0	0	0	0	0	0.499	0	0.499
ADAMTS13	PROC	1855578	1843382	9606.ENSP00000360997	9606.ENSP00000234071	0	0	0	0	0	0	0	0.500	0	0.499
HDAC9	SRC	1860731	1853652	9606.ENSP00000408617	9606.ENSP00000350941	0	0	0	0	0	0	0	0.500	0	0.499
DNMT3B	CASP3	1851052	1849375	9606.ENSP00000328547	9606.ENSP00000311032	0	0	0	0	0	0	0	0.499	0	0.499
SRC	CCNB1	1853652	1844435	9606.ENSP00000350941	9606.ENSP00000256442	0	0	0	0	0	0.149	0	0.435	0	0.499
CTSK	GAPDH	1846209	1843185	9606.ENSP00000271651	9606.ENSP00000229239	0	0	0	0	0	0	0	0.500	0	0.499
AKR1C2	HSD17B3	1857282	1856269	9606.ENSP00000370129	9606.ENSP00000364412	0	0	0	0	0	0	0	0.499	0	0.499
KLK7	TGM1	1857951	1842444	9606.ENSP00000375683	9606.ENSP00000206765	0	0	0	0	0	0	0	0.499	0	0.499
PDF	PHLPP1	1847101	1845202	9606.ENSP00000288022	9606.ENSP00000262719	0.499	0	0	0	0	0	0	0	0	0.499
DNMT3B	GAPDH	1851052	1843185	9606.ENSP00000328547	9606.ENSP00000229239	0	0	0	0	0	0	0	0.500	0	0.499
HSD17B7	HSD17B2	1844300	1842388	9606.ENSP00000254521	9606.ENSP00000199936	0	0	0	0	0	0	0	0.500	0	0.499
IMPDH1	GAPDH	1852894	1843185	9606.ENSP00000345096	9606.ENSP00000229239	0	0	0	0	0	0.109	0	0.461	0	0.499
HSD17B6	ADH1A	1850063	1842451	9606.ENSP00000318631	9606.ENSP00000209668	0	0	0	0	0	0	0	0.500	0	0.499
CTSS	MMP8	1854929	1843441	9606.ENSP00000357981	9606.ENSP00000236826	0	0	0	0	0	0	0	0.500	0	0.499
